P_ID,STIMULI,POOL,DEPTH,LOC,ORDER,FIRST,OTH_1,OTH_2,OTH_3,OTH_4,OTH_5,OTH_6,OTH_7,OTH_8,PROP_SAME,FIRST_IT
p122,4,prolific,2,C,m,A,1,0,0,0,0,0,0,0,0.125,I16
p125,1,prolific,2,C,m,A,1,1,1,1,1,1,0,0,0.75,I16
p127,4,prolific,3,C,m,B,0,0,1,1,1,1,1,1,0.75,I16
p129,1,prolific,2,C,m,X,0,0,0,1,1,1,1,1,0.625,I16
p132,1,prolific,3,C,m,A,1,1,1,1,1,0,0,0,0.625,I16
p136,2,prolific,2,C,m,X,1,1,1,1,1,1,0,0,0.75,I16
p138,4,prolific,3,C,m,A,1,0,0,1,0,0,0,0,0.25,I16
p141,4,prolific,2,C,m,X,1,1,1,1,1,1,1,1,1.0,I16
p142,1,prolific,3,C,m,A,1,1,1,1,1,1,1,0,0.875,I16
p145,2,prolific,2,C,m,X,1,1,1,1,1,1,0,1,0.875,I16
p147,2,prolific,3,C,m,A,0,0,0,1,1,1,1,1,0.625,I16
p150,3,prolific,2,C,m,A,1,1,1,1,1,0,0,0,0.625,I16
p156,3,prolific,2,C,m,X,1,1,1,1,1,1,1,1,1.0,I16
r001,4,rep,3,C,m,B,1,1,1,1,1,1,1,1,1.0,I16
r002,4,rep,3,C,m,X,0,1,1,1,1,1,1,0,0.75,I16
r003,4,rep,3,C,m,B,1,1,1,1,1,1,1,1,1.0,I16
r005,4,rep,3,C,m,B,0,1,1,1,1,1,1,1,0.875,I16
r010,2,rep,3,C,m,B,1,1,1,1,1,1,1,1,1.0,I16
r011,2,rep,3,C,m,X,1,1,1,1,1,0,0,0,0.625,I16
r015,2,rep,2,C,m,B,0,0,1,1,1,1,1,1,0.75,I16
r022,2,rep,2,C,m,B,0,0,1,1,1,1,1,1,0.75,I16
r023,4,rep,3,C,m,B,1,1,1,1,1,1,1,1,1.0,I16
r028,4,rep,3,C,m,B,1,1,1,1,1,1,1,1,1.0,I16
r032,4,rep,2,C,m,X,1,1,1,1,1,1,1,1,1.0,I16
r034,3,rep,3,C,m,B,0,0,0,1,1,1,1,1,0.625,I16
r037,2,rep,2,C,m,X,1,1,1,1,1,1,1,0,0.875,I16
r038,2,rep,3,C,m,B,0,0,1,1,1,1,1,1,0.75,I16
r042,2,rep,2,C,m,B,0,0,1,1,1,1,1,1,0.75,I16
r043,2,rep,3,C,m,X,1,1,1,1,1,1,1,1,1.0,I16
r046,1,rep,2,C,m,A,1,1,1,1,1,1,0,0,0.75,I16
r049,2,rep,2,C,m,B,0,0,0,0,0,1,1,1,0.375,I16
r052,4,rep,3,C,m,A,1,1,1,1,1,1,1,1,1.0,I16
r054,3,rep,2,C,m,X,1,1,1,1,1,1,1,1,1.0,I16
r055,4,rep,3,C,m,X,0,1,1,1,1,1,1,1,0.875,I16
r058,4,rep,2,C,m,B,1,1,1,1,1,1,1,1,1.0,I16
r059,4,rep,3,C,m,X,1,1,1,1,1,1,1,1,1.0,I16
r063,2,rep,2,C,m,B,0,0,1,1,1,1,0,1,0.625,I16
r067,1,rep,2,C,m,X,1,1,1,1,1,1,1,1,1.0,I16
r068,4,rep,3,C,m,B,1,1,1,1,1,1,1,1,1.0,I16
r075,4,rep,3,C,m,X,0,1,1,1,1,1,1,1,0.875,I16
r077,2,rep,2,C,m,X,1,1,1,1,1,1,1,1,1.0,I16
r078,2,rep,2,C,m,X,1,1,1,1,1,1,1,1,1.0,I16
p001,3,prolific,2,C,b,B,1,1,1,1,1,1,1,1,1.0,I20
p006,4,prolific,3,C,b,X,1,1,1,1,1,1,1,1,1.0,I20
p010,3,prolific,2,C,b,X,1,1,1,1,1,1,1,1,1.0,I20
p012,2,prolific,3,C,b,A,0,0,0,0,0,0,0,0,0.0,I20
p016,4,prolific,3,C,b,A,1,1,1,1,1,1,1,1,1.0,I20
p025,1,prolific,2,C,b,X,0,0,0,0,0,1,1,1,0.375,I20
p029,1,prolific,3,C,b,X,0,0,0,0,0,0,1,1,0.25,I20
p030,3,prolific,2,C,b,X,0,0,0,0,0,0,0,0,0.0,I20
p034,3,prolific,3,C,b,B,1,1,1,1,1,1,1,1,1.0,I20
p036,2,prolific,2,C,b,B,0,1,1,1,1,1,1,1,0.875,I20
p040,1,prolific,3,C,b,B,0,0,0,0,0,0,1,1,0.25,I20
p043,3,prolific,2,C,b,B,0,0,0,0,1,1,1,1,0.5,I20
p044,4,prolific,2,C,b,B,1,1,1,1,1,1,1,1,1.0,I20
p048,2,prolific,3,C,b,B,0,0,0,0,1,1,1,1,0.5,I20
p050,4,prolific,2,C,b,B,1,1,1,1,1,1,1,1,1.0,I20
p052,3,prolific,3,C,b,B,0,0,0,0,1,1,1,1,0.5,I20
p058,1,prolific,3,C,b,B,0,1,1,1,1,1,1,1,0.875,I20
p059,1,prolific,3,C,b,A,0,0,0,0,1,0,0,0,0.125,I20
p063,3,prolific,2,C,b,X,0,0,0,0,1,1,1,1,0.5,I20
p064,2,prolific,2,C,b,B,0,0,0,0,0,1,1,1,0.375,I20
p067,3,prolific,3,C,b,B,0,0,0,0,0,0,0,0,0.0,I20
p076,4,prolific,2,C,b,B,1,1,1,1,1,1,1,1,1.0,I20
p078,4,prolific,3,C,b,B,1,1,1,1,1,1,1,1,1.0,I20
p082,1,prolific,2,C,b,B,0,0,0,0,0,1,1,1,0.375,I20
p083,1,prolific,3,C,b,X,0,1,1,1,1,1,1,1,0.875,I20
p084,1,prolific,2,C,b,X,0,0,0,0,0,1,1,1,0.375,I20
p088,3,prolific,3,C,b,B,1,1,1,1,1,1,1,1,1.0,I20
p091,3,prolific,2,C,b,B,0,0,0,1,0,0,0,0,0.125,I20
p098,2,prolific,2,C,b,B,0,1,1,1,1,1,1,1,0.875,I20
p099,4,prolific,3,C,b,X,1,1,1,1,1,1,1,1,1.0,I20
p100,2,prolific,2,C,b,B,0,1,1,1,1,0,0,1,0.625,I20
p104,2,prolific,3,C,b,B,0,0,0,0,0,1,1,1,0.375,I20
p109,4,prolific,2,C,b,B,0,1,1,1,1,1,1,1,0.875,I20
p111,3,prolific,2,C,b,B,0,0,0,0,1,1,1,1,0.5,I20
p115,1,prolific,3,C,b,B,0,0,0,0,1,1,1,1,0.5,I20
p117,1,prolific,2,C,b,X,0,0,0,0,0,0,1,1,0.25,I20
p120,1,prolific,3,C,b,X,0,0,0,0,0,0,0,1,0.125,I20
p124,2,prolific,3,C,b,B,0,0,1,1,1,1,1,1,0.75,I20
p130,1,prolific,3,C,b,X,0,0,0,0,1,1,1,1,0.5,I20
p131,3,prolific,2,C,b,X,1,1,1,1,1,1,1,1,1.0,I20
p134,3,prolific,3,C,b,B,1,1,1,1,1,1,1,1,1.0,I20
p137,1,prolific,2,C,b,X,0,0,0,0,0,1,1,1,0.375,I20
p140,3,prolific,2,C,b,X,1,1,1,1,1,1,1,1,1.0,I20
p146,2,prolific,2,C,b,B,0,0,0,0,0,1,1,1,0.375,I20
p151,1,prolific,2,C,b,B,0,0,0,0,0,0,0,0,0.0,I20
p153,4,prolific,3,C,b,B,1,1,1,1,1,1,1,1,1.0,I20
p155,3,prolific,3,C,b,B,0,0,0,0,0,1,1,1,0.375,I20
p157,2,prolific,2,C,b,B,0,1,1,1,1,1,1,1,0.875,I20
r004,2,rep,2,C,b,B,0,0,0,0,0,1,1,1,0.375,I20
r009,2,rep,2,C,b,B,0,1,1,1,1,1,1,1,0.875,I20
r012,2,rep,3,C,b,B,0,0,0,0,1,1,1,1,0.5,I20
r016,4,rep,3,C,b,X,0,0,0,1,1,1,1,1,0.625,I20
r018,2,rep,2,C,b,B,0,0,0,0,1,1,1,1,0.5,I20
r020,4,rep,3,C,b,B,0,1,1,1,1,1,1,1,0.875,I20
r021,2,rep,2,C,b,B,0,0,0,0,1,1,1,1,0.5,I20
r026,4,rep,3,C,b,X,1,1,1,1,1,1,1,1,1.0,I20
r027,2,rep,2,C,b,B,0,0,0,0,0,0,0,1,0.125,I20
r029,2,rep,3,C,b,B,0,0,0,0,1,1,1,1,0.5,I20
r031,3,rep,2,C,b,B,0,0,0,1,1,1,1,1,0.625,I20
r036,4,rep,3,C,b,X,1,1,1,1,1,1,1,0,0.875,I20
r044,4,rep,3,C,b,B,1,1,1,1,1,1,1,1,1.0,I20
r045,4,rep,3,C,b,B,0,1,0,0,1,1,1,1,0.625,I20
r047,2,rep,2,C,b,X,1,1,1,1,1,1,1,1,1.0,I20
r050,2,rep,2,C,b,B,0,0,0,0,1,1,1,1,0.5,I20
r056,2,rep,2,C,b,B,0,0,1,0,1,1,1,1,0.625,I20
r062,4,rep,3,C,b,B,1,1,1,1,1,1,1,1,1.0,I20
r066,4,rep,2,C,b,X,1,1,1,1,1,1,1,1,1.0,I20
r070,4,rep,3,C,b,B,1,1,1,1,1,1,1,1,1.0,I20
r072,4,rep,3,C,b,B,1,1,1,1,1,1,1,1,1.0,I20
r073,1,rep,2,C,b,A,1,1,1,1,1,1,1,1,1.0,I20
r080,2,rep,2,C,b,B,0,0,0,0,1,1,1,1,0.5,I20
p002,4,prolific,2,R,f,B,1,1,1,1,1,1,1,1,1.0,I15
p005,2,prolific,3,R,f,X,1,1,1,1,1,0,1,0,0.75,I15
p007,4,prolific,3,R,f,X,1,1,1,1,1,0,0,0,0.625,I15
p008,4,prolific,2,R,f,B,1,1,1,1,1,1,1,1,1.0,I15
p015,4,prolific,3,R,f,B,1,1,1,1,1,1,1,1,1.0,I15
p019,4,prolific,3,R,f,B,1,1,1,1,1,1,1,1,1.0,I15
p020,3,prolific,2,R,f,A,1,1,1,1,1,1,1,0,0.875,I15
p023,2,prolific,3,R,f,B,1,1,1,1,1,1,1,1,1.0,I15
p024,3,prolific,2,R,f,X,1,1,1,1,1,1,1,1,1.0,I15
p027,2,prolific,3,R,f,X,1,1,1,1,0,0,0,0,0.5,I15
p031,2,prolific,3,R,f,A,1,0,1,0,0,0,0,0,0.25,I15
p035,4,prolific,2,R,f,X,1,0,0,0,0,0,0,0,0.125,I15
p039,3,prolific,3,R,f,A,1,1,1,1,1,1,1,0,0.875,I15
p041,2,prolific,2,R,f,X,0,1,0,0,0,0,0,1,0.25,I15
p045,3,prolific,2,R,f,A,1,1,1,1,1,1,1,0,0.875,I15
p047,2,prolific,3,R,f,X,1,1,1,0,1,0,1,1,0.75,I15
p053,3,prolific,2,R,f,A,1,1,1,1,1,1,1,0,0.875,I15
p055,3,prolific,3,R,f,A,1,1,1,1,1,1,1,1,1.0,I15
p060,1,prolific,3,R,f,A,1,1,0,0,0,0,0,0,0.25,I15
p061,4,prolific,2,R,f,A,1,1,1,1,1,0,1,0,0.75,I15
p062,4,prolific,2,R,f,X,1,1,1,1,1,1,1,0,0.875,I15
p065,1,prolific,3,R,f,A,1,0,0,0,0,0,0,0,0.125,I15
p069,3,prolific,2,R,f,X,1,1,1,1,0,0,0,0,0.5,I15
p072,2,prolific,3,R,f,X,1,1,1,1,1,1,0,0,0.75,I15
p077,2,prolific,3,R,f,X,1,1,1,1,1,0,1,1,0.875,I15
p079,1,prolific,2,R,f,A,0,0,0,0,0,0,0,0,0.0,I15
p080,2,prolific,3,R,f,B,1,1,1,1,1,1,1,1,1.0,I15
p087,4,prolific,3,R,f,B,1,1,1,1,1,1,1,1,1.0,I15
p089,4,prolific,2,R,f,X,1,1,1,1,1,1,1,0,0.875,I15
p093,4,prolific,3,R,f,X,1,1,1,1,1,1,1,0,0.875,I15
p095,4,prolific,2,R,f,X,1,1,1,1,1,0,0,0,0.625,I15
p103,4,prolific,3,R,f,A,1,0,0,0,0,0,0,0,0.125,I15
p105,3,prolific,2,R,f,X,1,1,1,1,1,1,1,1,1.0,I15
p110,2,prolific,3,R,f,A,1,1,1,0,0,0,0,0,0.375,I15
p112,4,prolific,2,R,f,A,1,1,1,1,1,1,1,0,0.875,I15
p114,3,prolific,3,R,f,B,1,1,1,1,1,1,1,1,1.0,I15
p116,3,prolific,2,R,f,A,1,1,0,0,0,0,0,0,0.25,I15
p119,3,prolific,3,R,f,B,1,1,1,1,1,1,1,1,1.0,I15
p122,2,prolific,2,R,f,X,1,1,1,1,1,1,1,0,0.875,I15
p123,3,prolific,3,R,f,A,1,1,1,1,1,1,1,1,1.0,I15
p125,2,prolific,2,R,f,X,1,1,0,0,0,0,0,0,0.25,I15
p128,3,prolific,3,R,f,A,1,1,1,1,1,1,1,1,1.0,I15
p129,2,prolific,2,R,f,X,1,1,1,1,1,1,1,0,0.875,I15
p135,2,prolific,3,R,f,X,1,0,0,0,0,0,0,0,0.125,I15
p136,1,prolific,2,R,f,X,1,1,1,1,1,1,0,0,0.75,I15
p141,2,prolific,2,R,f,X,1,0,0,0,0,0,0,0,0.125,I15
p144,1,prolific,3,R,f,A,1,1,1,0,0,0,0,0,0.375,I15
p145,3,prolific,2,R,f,X,1,1,1,1,1,0,1,0,0.75,I15
p149,3,prolific,3,R,f,A,1,1,1,1,0,0,0,1,0.625,I15
p150,4,prolific,2,R,f,X,1,1,1,1,1,0,0,0,0.625,I15
p154,2,prolific,3,R,f,X,1,1,1,1,1,0,0,0,0.625,I15
p156,1,prolific,2,R,f,A,1,0,0,0,0,0,0,0,0.125,I15
r007,1,rep,3,R,f,A,1,1,1,1,1,1,0,0,0.75,I15
r014,1,rep,3,R,f,A,0,0,0,0,0,0,0,0,0.0,I15
r015,4,rep,2,R,f,A,0,0,0,0,0,0,0,0,0.0,I15
r019,1,rep,3,R,f,A,1,1,1,0,0,0,0,0,0.375,I15
r022,4,rep,2,R,f,B,1,1,1,1,1,1,1,1,1.0,I15
r025,1,rep,3,R,f,B,1,1,1,1,1,1,1,1,1.0,I15
r032,2,rep,2,R,f,X,1,1,1,0,1,1,1,1,0.875,I15
r035,1,rep,3,R,f,A,1,0,0,0,0,0,0,0,0.125,I15
r037,4,rep,2,R,f,X,1,1,1,1,1,1,0,0,0.75,I15
r039,1,rep,3,R,f,A,1,1,1,0,0,0,0,0,0.375,I15
r042,4,rep,2,R,f,B,1,1,1,1,1,1,1,1,1.0,I15
r046,2,rep,2,R,f,X,1,1,1,0,0,0,0,0,0.375,I15
r048,1,rep,3,R,f,A,1,1,0,0,0,0,0,0,0.25,I15
r049,4,rep,2,R,f,X,0,0,0,1,0,0,0,0,0.125,I15
r053,4,rep,3,R,f,X,1,1,1,1,1,1,1,0,0.875,I15
r054,4,rep,2,R,f,A,1,1,1,1,1,1,1,0,0.875,I15
r057,1,rep,3,R,f,X,0,1,1,1,1,1,0,0,0.625,I15
r058,2,rep,2,R,f,X,1,1,1,1,0,0,0,0,0.5,I15
r061,3,rep,3,R,f,X,1,1,1,1,1,0,0,0,0.625,I15
r063,4,rep,2,R,f,A,1,1,1,1,1,1,0,0,0.75,I15
r067,2,rep,2,R,f,X,1,1,1,1,1,1,1,0,0.875,I15
r074,1,rep,3,R,f,A,1,0,0,0,0,0,0,0,0.125,I15
r077,4,rep,2,R,f,B,1,1,1,1,1,1,1,1,1.0,I15
r078,4,rep,2,R,f,A,1,1,0,1,1,1,1,0,0.75,I15
r079,1,rep,3,R,f,A,1,0,0,0,0,0,0,0,0.125,I15
r081,1,rep,3,R,f,X,0,0,0,0,0,0,0,0,0.0,I15
p001,1,prolific,2,R,m,X,1,1,1,1,1,1,1,0,0.875,I19
p006,2,prolific,3,R,m,X,1,1,1,1,1,0,0,0,0.625,I19
p010,1,prolific,2,R,m,X,0,0,0,1,1,0,0,0,0.25,I19
p012,4,prolific,3,R,m,B,1,1,1,1,1,1,1,1,1.0,I19
p016,2,prolific,3,R,m,B,1,1,1,1,1,1,1,1,1.0,I19
p025,4,prolific,2,R,m,B,1,1,1,1,1,1,1,1,1.0,I19
p029,4,prolific,3,R,m,A,1,1,1,1,1,1,1,1,1.0,I19
p030,1,prolific,2,R,m,X,0,0,0,1,1,1,0,0,0.375,I19
p034,4,prolific,3,R,m,B,1,1,1,1,1,1,1,1,1.0,I19
p036,4,prolific,2,R,m,B,1,1,1,1,1,1,1,1,1.0,I19
p040,3,prolific,3,R,m,B,1,1,1,1,1,1,1,1,1.0,I19
p043,1,prolific,2,R,m,X,0,0,1,1,1,1,1,0,0.625,I19
p044,1,prolific,2,R,m,X,0,0,0,1,1,1,0,0,0.375,I19
p048,1,prolific,3,R,m,X,0,1,1,1,1,1,1,0,0.75,I19
p050,3,prolific,2,R,m,A,1,1,1,1,0,0,0,0,0.5,I19
p052,4,prolific,3,R,m,B,1,1,1,1,1,1,1,1,1.0,I19
p058,4,prolific,3,R,m,B,1,1,1,1,1,1,1,1,1.0,I19
p059,3,prolific,3,R,m,B,1,1,1,1,1,1,1,1,1.0,I19
p063,2,prolific,2,R,m,B,0,0,1,1,1,1,1,1,0.75,I19
p064,4,prolific,2,R,m,X,1,1,1,1,1,1,1,0,0.875,I19
p067,4,prolific,3,R,m,B,1,1,1,1,1,1,1,1,1.0,I19
p076,1,prolific,2,R,m,X,0,0,0,1,1,1,0,0,0.375,I19
p078,1,prolific,3,R,m,B,0,1,1,1,1,1,1,1,0.875,I19
p082,2,prolific,2,R,m,X,1,1,1,1,1,1,1,1,1.0,I19
p083,3,prolific,3,R,m,X,1,1,1,1,1,1,1,0,0.875,I19
p084,2,prolific,2,R,m,A,0,1,1,0,0,0,1,1,0.5,I19
p088,2,prolific,3,R,m,B,1,1,1,1,1,1,1,1,1.0,I19
p091,4,prolific,2,R,m,X,1,1,1,1,1,1,1,0,0.875,I19
p098,3,prolific,2,R,m,B,1,1,1,1,1,1,1,1,1.0,I19
p099,1,prolific,3,R,m,X,0,0,0,1,1,1,0,0,0.375,I19
p100,1,prolific,2,R,m,A,1,1,0,0,0,0,0,0,0.25,I19
p104,3,prolific,3,R,m,B,1,1,1,1,1,1,1,1,1.0,I19
p109,1,prolific,2,R,m,X,0,0,1,1,1,1,0,0,0.5,I19
p111,4,prolific,2,R,m,B,1,1,1,1,1,1,1,1,1.0,I19
p115,3,prolific,3,R,m,B,1,1,1,1,1,1,1,1,1.0,I19
p117,2,prolific,2,R,m,B,1,1,1,1,1,1,1,1,1.0,I19
p120,4,prolific,3,R,m,B,1,1,1,1,1,1,1,1,1.0,I19
p124,3,prolific,3,R,m,A,1,1,1,1,1,1,1,1,1.0,I19
p130,3,prolific,3,R,m,B,1,1,1,1,1,1,1,1,1.0,I19
p131,1,prolific,2,R,m,X,1,1,1,1,1,1,1,1,1.0,I19
p134,2,prolific,3,R,m,B,1,1,1,1,1,1,1,1,1.0,I19
p137,2,prolific,2,R,m,B,1,1,1,1,1,1,1,1,1.0,I19
p140,1,prolific,2,R,m,X,0,0,0,1,1,1,0,0,0.375,I19
p146,3,prolific,2,R,m,X,1,1,1,1,1,1,1,1,1.0,I19
p151,4,prolific,2,R,m,B,1,1,1,1,1,1,1,1,1.0,I19
p153,1,prolific,3,R,m,B,1,1,1,1,1,1,1,1,1.0,I19
p155,1,prolific,3,R,m,B,0,0,0,0,1,1,1,1,0.5,I19
p157,1,prolific,2,R,m,X,1,1,1,1,1,1,1,0,0.875,I19
r004,4,rep,2,R,m,X,1,0,1,1,1,1,0,0,0.625,I19
r009,4,rep,2,R,m,B,0,0,0,0,1,0,1,1,0.375,I19
r012,3,rep,3,R,m,B,1,1,1,1,1,1,1,1,1.0,I19
r016,1,rep,3,R,m,X,0,1,0,1,1,0,0,0,0.375,I19
r018,4,rep,2,R,m,B,1,1,1,1,1,1,1,1,1.0,I19
r020,1,rep,3,R,m,B,1,1,1,1,1,1,1,1,1.0,I19
r021,4,rep,2,R,m,B,1,1,1,1,1,1,1,1,1.0,I19
r026,1,rep,3,R,m,X,0,0,0,1,1,1,0,0,0.375,I19
r027,4,rep,2,R,m,B,1,1,1,1,1,1,1,1,1.0,I19
r029,3,rep,3,R,m,B,1,1,1,1,1,1,1,1,1.0,I19
r031,4,rep,2,R,m,B,1,1,1,1,1,1,1,1,1.0,I19
r036,1,rep,3,R,m,X,0,0,0,1,1,1,0,0,0.375,I19
r044,1,rep,3,R,m,X,0,0,0,1,1,1,0,0,0.375,I19
r045,1,rep,3,R,m,X,0,0,0,1,1,0,0,0,0.25,I19
r047,4,rep,2,R,m,B,1,1,1,1,1,1,1,1,1.0,I19
r050,4,rep,2,R,m,B,1,1,1,1,1,1,1,1,1.0,I19
r056,4,rep,2,R,m,B,1,1,1,1,1,1,1,1,1.0,I19
r062,1,rep,3,R,m,X,0,0,0,1,1,0,0,0,0.25,I19
r066,2,rep,2,R,m,B,1,1,1,1,1,1,1,1,1.0,I19
r070,1,rep,3,R,m,X,0,1,1,1,1,1,0,0,0.625,I19
r072,1,rep,3,R,m,B,0,0,0,0,0,0,1,0,0.125,I19
r073,2,rep,2,R,m,B,0,0,0,0,0,0,1,1,0.25,I19
r080,4,rep,2,R,m,B,1,1,1,1,1,1,1,1,1.0,I19
p003,3,prolific,3,R,b,B,1,1,1,1,1,1,1,1,1.0,I23
p004,2,prolific,2,R,b,B,1,1,1,1,1,1,1,1,1.0,I23
p011,2,prolific,2,R,b,B,1,1,1,1,1,1,1,1,1.0,I23
p013,3,prolific,3,R,b,B,0,0,0,0,1,1,1,1,0.5,I23
p014,3,prolific,2,R,b,X,1,1,1,1,1,1,1,1,1.0,I23
p017,4,prolific,3,R,b,B,1,1,1,1,1,1,1,1,1.0,I23
p021,4,prolific,3,R,b,B,0,0,0,1,1,1,1,1,0.625,I23
p028,4,prolific,2,R,b,B,1,1,1,1,1,1,1,1,1.0,I23
p032,3,prolific,2,R,b,B,0,1,1,1,1,1,1,1,0.875,I23
p033,4,prolific,3,R,b,B,1,1,1,1,1,1,1,1,1.0,I23
p037,4,prolific,3,R,b,B,1,1,1,1,1,1,1,1,1.0,I23
p038,1,prolific,2,R,b,B,0,0,0,1,1,1,1,1,0.625,I23
p042,4,prolific,3,R,b,B,1,1,1,1,1,1,1,1,1.0,I23
p049,4,prolific,3,R,b,B,1,1,1,1,1,1,1,1,1.0,I23
p051,2,prolific,2,R,b,B,1,1,1,1,1,1,1,1,1.0,I23
p054,4,prolific,3,R,b,B,1,1,1,1,1,1,1,1,1.0,I23
p057,4,prolific,2,R,b,B,1,1,1,1,1,1,1,1,1.0,I23
p066,4,prolific,3,R,b,B,1,1,1,1,1,1,1,1,1.0,I23
p068,3,prolific,2,R,b,B,0,0,0,0,1,1,1,1,0.5,I23
p070,4,prolific,2,R,b,B,1,1,1,1,1,1,1,1,1.0,I23
p074,1,prolific,2,R,b,B,0,0,0,0,0,0,1,1,0.25,I23
p075,1,prolific,3,R,b,X,0,0,0,0,0,0,0,0,0.0,I23
p085,3,prolific,3,R,b,X,1,1,1,1,1,1,1,1,1.0,I23
p086,3,prolific,2,R,b,B,1,0,1,1,1,1,1,1,0.875,I23
p090,4,prolific,3,R,b,B,1,1,1,1,1,1,1,1,1.0,I23
p092,3,prolific,2,R,b,B,1,1,1,1,1,1,1,1,1.0,I23
p096,1,prolific,2,R,b,B,0,0,0,0,0,0,0,0,0.0,I23
p097,4,prolific,3,R,b,B,1,1,1,1,1,1,1,1,1.0,I23
p101,4,prolific,2,R,b,B,1,1,1,1,1,1,1,1,1.0,I23
p102,4,prolific,3,R,b,B,1,1,1,1,1,1,1,1,1.0,I23
p106,2,prolific,3,R,b,B,1,1,1,1,1,1,1,1,1.0,I23
p107,3,prolific,2,R,b,B,0,0,1,1,1,1,1,1,0.75,I23
p113,3,prolific,2,R,b,B,0,0,0,0,1,1,1,1,0.5,I23
p118,3,prolific,2,R,b,B,0,0,0,1,1,1,1,1,0.625,I23
p121,3,prolific,2,R,b,B,1,1,1,1,1,1,1,1,1.0,I23
p126,4,prolific,2,R,b,B,1,0,1,1,1,1,1,1,0.875,I23
p127,1,prolific,3,R,b,B,1,1,1,1,1,1,1,1,1.0,I23
p132,3,prolific,3,R,b,B,1,1,1,1,1,1,1,1,1.0,I23
p133,2,prolific,2,R,b,B,1,1,1,1,1,1,1,1,1.0,I23
p138,3,prolific,3,R,b,B,1,1,1,1,1,1,1,1,1.0,I23
p139,3,prolific,2,R,b,B,1,1,1,1,1,1,1,1,1.0,I23
p142,4,prolific,3,R,b,B,1,1,1,1,1,1,1,1,1.0,I23
p143,4,prolific,2,R,b,B,1,1,1,1,1,1,1,1,1.0,I23
p147,3,prolific,3,R,b,B,0,0,0,0,1,1,1,1,0.5,I23
p148,4,prolific,2,R,b,B,1,1,1,1,1,1,1,1,1.0,I23
p152,1,prolific,2,R,b,B,1,1,1,1,1,1,1,1,1.0,I23
r001,1,rep,3,R,b,B,0,0,0,0,0,1,1,1,0.375,I23
r002,1,rep,3,R,b,B,0,0,0,0,0,0,0,1,0.125,I23
r003,1,rep,3,R,b,B,1,1,1,1,1,1,1,1,1.0,I23
r005,1,rep,3,R,b,B,0,0,0,0,0,1,1,1,0.375,I23
r006,4,rep,2,R,b,B,1,1,1,1,1,1,1,1,1.0,I23
r010,3,rep,3,R,b,B,0,0,0,0,1,1,1,1,0.5,I23
r011,3,rep,3,R,b,B,0,1,1,1,1,1,1,1,0.875,I23
r013,4,rep,2,R,b,B,1,1,1,1,1,1,1,1,1.0,I23
r023,1,rep,3,R,b,B,0,0,0,0,0,1,1,1,0.375,I23
r024,4,rep,2,R,b,B,1,1,1,1,1,1,1,1,1.0,I23
r028,1,rep,3,R,b,B,0,0,0,0,0,0,0,1,0.125,I23
r030,4,rep,2,R,b,B,1,1,1,1,1,1,1,1,1.0,I23
r033,4,rep,2,R,b,B,1,1,1,1,1,1,1,1,1.0,I23
r034,1,rep,3,R,b,B,0,0,0,0,1,1,1,1,0.5,I23
r038,4,rep,3,R,b,B,1,1,1,1,1,1,1,1,1.0,I23
r040,1,rep,2,R,b,A,0,0,0,0,1,1,1,1,0.5,I23
r043,3,rep,3,R,b,B,0,0,0,0,0,0,0,0,0.0,I23
r052,1,rep,3,R,b,B,1,1,1,1,1,1,1,1,1.0,I23
r055,1,rep,3,R,b,B,0,0,0,0,1,1,1,1,0.5,I23
r059,1,rep,3,R,b,B,0,0,0,0,0,1,1,1,0.375,I23
r060,2,rep,2,R,b,B,1,1,1,1,1,1,1,1,1.0,I23
r065,4,rep,2,R,b,B,1,1,1,1,1,1,1,1,1.0,I23
r068,1,rep,3,R,b,B,0,0,0,0,0,0,1,1,0.25,I23
r069,4,rep,2,R,b,B,1,1,1,1,1,1,1,1,1.0,I23
r071,4,rep,2,R,b,B,0,1,1,1,1,1,1,1,0.875,I23
r075,1,rep,3,R,b,B,0,0,0,0,0,0,0,1,0.125,I23
